mnist_id,tidigits_id
48ffdc3be0,1_if_1a_a_000020-000056
2dd8dd3024,8_mp_o3o8a_a_000140-000200
d35fba8bbf,7_ni_69o7o7oa_b_000238-000277
ae207135a8,4_es_4b_a_000018-000073
dfd84d27ce,o_es_8692oa_a_000172-000217
a8e5a62dfd,4_nh_z444zz8a_c_000150-000190
9e2b1aa102,z_fk_4z5a_a_000063-000106
7bb6e38a8e,3_eg_4653oa_a_000112-000138
36f99aeca1,5_nc_57o34a_a_000014-000056
c4eee918c4,7_bi_16755a_a_000076-000115
b2e2feed6b,6_eh_5o366a_a_000142-000194
17457031bb,2_ms_1z92a_a_000111-000144
9eec9263ad,o_rp_o416a_a_000018-000037
0c9033ca7d,4_if_414a_b_000090-000121
5473801959,3_bd_3a_a_000053-000090
15dbd9f83c,4_ai_4a_a_000018-000071
207fdc86be,2_rr_5282252a_d_000218-000261
7a6048e44f,o_dl_1o863o4a_b_000191-000208
ffe071774d,5_fi_34o15a_a_000147-000209
563ecde709,3_dg_3b_a_000039-000081
5af38fdd05,9_if_84z9a_a_000106-000155
294a21a17d,3_pi_423a_a_000117-000156
f4abcb569a,6_pb_37167a_a_000132-000169
cc343b5088,5_kp_9z51a_a_000103-000144
db95ca6e61,7_kk_7437a_a_000019-000065
f29d118c2c,7_hl_z7z27a_b_000219-000278
d906456a81,2_kp_29a_a_000018-000043
2d7b9327a8,o_mh_o788458a_a_000018-000041
a3ada0b94a,5_jt_7zz5a_a_000126-000183
e4b3e0d241,6_dl_6b_a_000019-000089
fa75ffcc13,6_ac_635a_a_000018-000054
60b103a26e,9_hn_97a_a_000020-000054
071d339a30,4_ac_z849768a_a_000087-000139
932da85a2f,3_eh_3oa_a_000019-000057
5dc236d6b0,1_re_11214a_b_000059-000108
66bd886ebf,6_nc_664a_b_000060-000105
d93f0499c2,5_ha_5b_a_000012-000056
f7e9a73248,1_ie_1656a_a_000055-000081
7c79d987cc,4_sj_14o1a_a_000035-000078
f90d1eea13,o_ae_oo74a_a_000030-000055
ffc0aadc67,z_kp_zzz35z8a_c_000108-000164
f5d4d71ba7,1_hh_15ooa_a_000020-000047
f7e9abfde8,8_ff_1482a_a_000101-000129
dd811f1823,6_dg_o65a_a_000036-000070
adfa2ed17d,o_fc_61oo2ooa_b_000165-000215
d33eaf91ac,5_cg_8125a_a_000159-000208
8c1bc05dcf,1_kt_19oa_a_000020-000044
3b46d014b1,9_bi_z944a_a_000068-000097
8a8d533d06,5_mb_4195a_a_000150-000193
cf0a21fb7d,8_ra_9854a_a_000056-000086
b8be453757,8_pi_8b_a_000034-000075
fe26286ff6,z_ee_6zzz982a_b_000090-000142
2a7ddef0b9,8_sj_8592o2oa_a_000018-000042
bd6f27b3fd,8_ih_8oa_a_000035-000060
adacbf2e9e,8_ig_z362879a_a_000198-000220
907279398a,1_ld_1o631a_b_000179-000219
0d32e94f4d,5_ld_o5o8oooa_a_000040-000081
761820e0ec,o_pk_8o8a_a_000051-000082
5fb24488d4,9_kr_9b_a_000019-000087
49b90a4585,9_hn_2z892a_a_000143-000181
3ea1aac51e,z_aw_za_a_000037-000091
460277fbf7,6_ra_o26a_a_000081-000153
da8746c082,4_nw_oo64147a_b_000197-000229
7c137da012,z_if_8z6a_a_000056-000087
4617a2adfa,6_cf_63621a_a_000019-000049
d6f3751b7d,5_fc_2zz4591a_a_000180-000220
4baba5ba85,8_dg_1178432a_a_000142-000166
801220494b,7_kn_7292767a_b_000212-000261
2da281e75f,4_rp_o416a_a_000037-000067
fc9322c667,8_aj_8314a_a_000014-000034
0c4a9e3fee,7_ei_8z73639a_a_000090-000145
97c5fbd832,5_jt_132519oa_a_000112-000155
a30277fd4e,3_mr_o3o5351a_b_000175-000196
4d3e45534c,8_jr_9z52238a_a_000211-000248
68100d3956,2_pp_8622a_a_000089-000111
25e1f732e6,5_ms_5b_a_000047-000100
5eb0deb003,9_eg_o334913a_a_000145-000176
86ec99cdc6,o_ai_4o57a_a_000059-000085
b90fd68af1,4_lt_o341a_a_000068-000099
412abeb1af,7_nw_7543a_a_000019-000065
288c62c1c7,o_hn_o37o5a_b_000125-000145
33321f6f93,8_fd_68a_a_000079-000117
7e20f7c9dd,1_ei_11za_b_000063-000094
d028175d30,1_gj_5424z18a_a_000190-000211
98c1934e64,9_rp_6921139a_a_000053-000082
f17a8e11a5,4_cl_44o2a_a_000020-000054
6f1e1a1927,z_fi_9zza_b_000126-000175
77c0e8062d,9_fk_36937zza_a_000098-000154
ed43b66cf6,2_ie_2o619a_a_000018-000042
94657e6268,4_fj_9439947a_b_000233-000260
85b753726f,8_mw_5178921a_a_000163-000191
92da70aec9,z_jt_84z3122a_a_000077-000122
cc9c307192,1_hh_719a_a_000087-000112
3f3a1bedb7,3_nh_3798oa_a_000018-000044
f730abfac8,1_gg_3o661a_a_000168-000213
83e12f185b,5_al_5b_a_000019-000084
ffe2240797,5_hg_5a_a_000018-000076
40f9ea3ec3,7_ha_75286a_a_000018-000056
b985518343,7_fj_74556a_a_000050-000090
10791448a0,z_pe_827za_a_000102-000150
b06935330e,5_ng_523a_a_000014-000048
1b040ab479,7_hp_71za_a_000055-000091
97bae4e146,8_jc_9827717a_a_000064-000096
5ba88015c9,9_mh_49o9a_b_000121-000169
55024e92bd,3_ra_z33a_b_000143-000198
7c34fb0b00,9_nw_893o156a_a_000047-000089
35c5f88b64,7_ih_z777136a_b_000109-000152
46600b053f,7_bh_97a_a_000050-000100
b1f2de0d98,9_eh_95z43a_a_000019-000049
8553437cf1,z_cf_z17za_b_000153-000190
bcc874afde,o_ig_o996a_a_000036-000059
b336b64d8f,7_mh_6763oo3a_a_000053-000094
7b52ae0173,5_dn_51a_a_000031-000073
4e4ffca74e,z_fi_z6a_a_000020-000060
64b7c40b84,5_ec_5a_a_000020-000062
910cb829b1,4_mp_6z45a_a_000117-000159
8ade8e5a21,9_kk_92538a_a_000011-000053
6108a5c524,8_bd_6zz8643a_a_000149-000171
3771c32f3c,3_gg_134a_a_000077-000102
32ad88eb00,1_kn_1611712a_d_000265-000295
08643a42da,7_aj_77171a_c_000102-000131
2d235fbc77,6_rs_7o68529a_a_000072-000135
f67d6cec83,1_ra_12a_a_000049-000089
46f61b1094,1_hs_2841a_a_000110-000156
8116b5e23e,5_mk_5a_a_000019-000076
30c45b02ce,2_eh_712a_a_000104-000140
aef92ba8f9,8_ee_8o8a_a_000018-000045
b95731ab4a,4_hg_z88495za_a_000176-000229
0daefe9394,3_pe_7o43557a_a_000113-000145
11f89b2864,8_pe_8b_a_000019-000077
a598c361fd,7_ji_7a_a_000040-000095
8cd931b56c,1_aw_1za_a_000053-000091
230db39a66,6_fc_2965oa_a_000076-000107
ea70657587,7_jn_7zz8a_a_000020-000056
8ed54e3a94,4_cl_o514o84a_b_000229-000284
01f2fb6e1f,2_pk_2b_a_000018-000067
4eb5dcce00,6_kh_6336a_b_000113-000170
cdb436e8b4,4_jp_54434a_b_000093-000131
14a98f8167,7_ji_6268z97a_a_000289-000336
cb7420c146,3_dg_3a_a_000019-000059
20d5876cfa,o_jp_87o33o5a_a_000090-000127
1edb7a9bca,7_es_7b_a_000038-000102
92700a8b8a,6_jj_5oo4469a_a_000240-000286
4dadc38ef9,z_jn_z87zz3za_c_000141-000171
8e5bb68027,9_hs_z9a_a_000077-000131
7f8cb93b39,9_mr_9b_a_000026-000074
d8e878c38c,4_nh_1393254a_a_000220-000259
f2b17a669f,2_mb_z22a_b_000099-000148
baa2f16485,6_ni_38681a_a_000077-000123
7d26d439c6,9_rr_z9a_a_000062-000120
5a3fe3d48a,o_pd_8o14o88a_a_000047-000063
3d7344af7f,2_hs_422a_a_000074-000101
f5c4ae3945,2_cg_8125a_a_000119-000150
53ea658a4f,9_pi_3998414a_a_000046-000076
c9dff549a5,2_hs_219zza_a_000043-000072
f17e124695,3_kc_3347o99a_a_000051-000086
1017e01b19,3_ec_3297285a_a_000012-000041
fc51c570ff,4_ag_437ooa_a_000018-000042
bb70e837a8,6_gt_6a_a_000032-000085
24b3b0b962,o_jt_132519oa_a_000223-000254
aa9b75420c,o_kk_o8o473oa_c_000262-000300
334167f2f9,6_bd_6zz8643a_b_000171-000206
cdfde3df0c,1_pp_2516627a_a_000072-000120
654efb1fd8,z_if_9za_a_000073-000117
40941a7618,8_rs_8a_a_000039-000086
6e0f9bb770,z_kh_zz62a_a_000035-000081
b43207a83e,o_aw_5ooa_a_000072-000090
9b2b9e15dd,8_gr_86o667oa_a_000018-000042
e2cd3be607,8_rr_28714a_a_000035-000069
119e9e343c,z_al_5226zz8a_b_000296-000340
b6103d3138,3_fi_3o4oa_a_000050-000083
5dc3f751fe,3_mw_3523a_b_000135-000187
cb1803a5d9,3_ai_3b_a_000019-000068
e33d4810f0,z_fc_58z843za_b_000223-000267
ca704e17e7,5_if_475a_a_000095-000143
7cd8ed005c,7_kc_77a_b_000097-000148
0b206eaaa2,3_jt_1337a_b_000075-000103
fec0a62670,2_pd_o29748oa_a_000039-000057
16e6bb8efe,7_lh_7613783a_b_000179-000223
0e6c0a5ad0,5_sj_o524a_a_000040-000081
d92bed980e,z_nh_z444zz8a_c_000221-000249
97a5ce3e4d,z_cr_35z29a_a_000073-000110
4ce1d6e39d,9_pb_9a_a_000041-000093
acdd21db26,2_fi_7428a_a_000137-000171
143840fc46,o_fd_ooa_a_000048-000070
5147181042,7_ig_298677za_b_000191-000229
4a6e46c0fd,6_pe_66oa_a_000020-000052
f8e85229fd,8_eg_8oa_a_000018-000050
c17fadad74,7_cf_1o237a_a_000162-000206
a0679593ab,7_lh_97a_a_000053-000095
700e40fe63,3_ld_644z3a_a_000166-000216
8c80195354,6_aj_2858z96a_a_000224-000272
3f5a762d16,8_es_198oa_a_000086-000114
2b6ef67dfb,3_ld_83355a_b_000098-000129
5f715a0b45,4_ec_o784369a_a_000159-000189
9457718c79,4_ni_464a_b_000080-000129
4141599259,7_cb_6z5zz79a_a_000293-000345
3f93c2a7aa,o_el_246oo54a_a_000110-000140
ef8b0b4557,9_cb_89113a_a_000053-000106
f888d654ce,1_fk_81a_a_000053-000107
fdcafc5cdb,z_lt_2657za_a_000130-000171
d734b5eb69,6_cg_68a_a_000021-000070
0979814df6,3_fl_53394ooa_a_000077-000098
fe0f624138,5_fd_1225a_a_000155-000206
8929b8f09e,9_pp_13349z8a_a_000178-000214
6328d168ba,3_cb_131o5a_a_000055-000099
5f140d5813,2_fc_42688a_a_000056-000087
9a63a44880,3_lt_zz56z3za_a_000196-000221
97565d3d6c,3_ie_3213959a_b_000133-000160
2ee6d3de7a,2_lh_5144828a_a_000189-000206
afa98ee43d,7_ig_7b_a_000037-000091
35b824cb2b,8_nr_8643849a_b_000151-000174
911493f1bc,4_ek_54641a_b_000105-000129
2cc078d466,2_cf_829a_a_000040-000053
01e1a26798,4_ng_8444878a_a_000068-000094
8c6f9b3ae9,3_cl_3oa_a_000021-000052
b928db62f1,o_sp_6oa_a_000056-000097
eefcec7abd,5_ea_z875a_a_000114-000163
1828512e2e,5_br_15za_a_000053-000088
8a8276c3a4,o_ih_81oa_a_000092-000126
1cfcf9160c,5_mw_1o3oo65a_a_000220-000269
97e7ecc21d,8_el_z8463a_a_000089-000118
b87faf3bca,8_mw_4z48a_a_000147-000202
3c671d17c5,5_cg_61965a_a_000234-000286
7b1c228b5d,z_cl_zb_a_000019-000077
fc028f6734,2_mk_8z39221a_a_000231-000252
3595cc9622,8_ee_81oa_a_000018-000046
a94c461635,4_cf_84149a_b_000129-000165
fe6ee10f85,z_fl_78z4za_b_000139-000188
e53446de16,9_it_9a_a_000012-000048
3d915c3b7a,3_ff_388a_a_000028-000056
a2e2c78fec,8_pk_186za_a_000052-000084
e7c9e99693,2_pe_224a_a_000018-000032
6a98503b2a,5_mh_558za_a_000019-000054
09ded826b3,o_bd_o955o5oa_c_000225-000258
78c33250e2,9_cm_49a_a_000052-000098
3b7958a011,6_dc_36765a_b_000133-000165
a104711399,5_eh_95z43a_a_000049-000092
c6db15fc75,z_ek_z2zza_b_000083-000110
bc067ea187,2_rn_2oa_a_000026-000064
a5be56a9cf,7_cb_6z5zz79a_a_000293-000345
02b32898c8,9_el_9936542a_b_000046-000075
89098825f8,9_mh_11985a_a_000080-000113
f0eef97351,9_br_29za_a_000056-000106
339eba6fa8,7_ig_298677za_b_000191-000229
b2c3a4cdc7,6_kn_6439a_a_000046-000082
e58f44788e,o_ff_o14oa_a_000028-000057
973eeef324,1_cg_58911a_a_000156-000189
d514ce8f7e,z_ea_3316z45a_a_000149-000188
0b5845d007,z_pk_z1zz831a_a_000016-000066
43ef024f51,2_bd_3433289a_a_000192-000231
e6c7328af6,9_fi_9b_a_000020-000071
98f09c27fe,5_ec_2947574a_a_000152-000181
f303a9a1de,2_nw_329725oa_a_000053-000086
612f59958f,3_ha_7z163a_a_000134-000168
b24ee8bc21,2_cr_45oo2a_a_000139-000172
064d88a29d,3_la_34495a_a_000031-000079
9c03374ed3,3_kh_59329a_a_000091-000119
a12fb9845f,1_gg_oo18837a_a_000075-000117
9035c35907,7_pd_oo71oa_a_000080-000140
17c5546369,1_br_2519199a_a_000104-000157
a4c385d3d2,6_fd_963o65oa_b_000147-000188
af77862cb5,8_ea_o482a_a_000069-000093
f10bcd57d2,4_pp_4b_a_000043-000088
8f3e13b388,z_ra_zb_a_000038-000104
787c2b1640,8_ms_834za_a_000018-000044
29cff49f98,3_hn_4324641a_a_000095-000121
e6bb861aa6,7_kk_1776oa_b_000091-000136
629e08ab47,9_kn_4899zz9a_a_000077-000126
5f156e021f,8_pk_384z5a_a_000056-000096
260fab98b0,7_lh_2273969a_a_000063-000118
dbf46660ca,o_bd_o955o5oa_b_000164-000194
d95bffc046,3_ei_3533a_b_000098-000132
4e8f70cce7,9_gr_493z8a_a_000064-000095
23394468a4,3_aj_53o8a_a_000049-000076
5ae7639819,8_nr_7889491a_b_000083-000127
4da0959d57,4_mm_z471a_a_000086-000131
a4ca217d5e,1_eg_33198z6a_a_000075-000136
ec17103c52,8_an_8476a_a_000018-000047
2071508d71,9_mh_9a_a_000016-000062
ff218b46d4,9_fj_9439947a_c_000185-000221
0e88e7393b,o_al_8o9a_a_000046-000088
3a44b9312a,z_nw_z7335a_a_000024-000064
1622d80c36,1_an_o17a_a_000042-000080
2d6a39d070,2_pi_2b_a_000062-000097
d5515c66e8,2_nc_2163a_a_000018-000048
7808ddefd4,9_fk_48495a_a_000128-000171
ddb9695dc1,4_rr_8468a_a_000038-000069
977bd06402,2_mh_2a_a_000030-000062
56916d843a,1_sj_561a_a_000074-000112
609b758e51,7_jc_267oo49a_a_000074-000134
041b48c314,3_ne_336a_a_000028-000050
856552f46a,6_fi_5682a_a_000086-000127
98cade502b,o_pp_o9718a_a_000050-000070
4ef3c6eb6f,o_lh_o8127a_a_000018-000044
9ffe2eb2da,o_hs_o1oa_a_000017-000042
b6fcf101eb,9_jj_9b_a_000020-000072
485fa8e10c,1_kn_473112za_b_000200-000234
f0faff80a5,3_ms_3b_a_000041-000083
38bbb3d167,1_aj_451a_a_000067-000103
6fc73a6c29,2_gg_235a_a_000025-000051
7692b58e09,3_hg_o135513a_a_000090-000142
00afa4669c,8_hn_2815465a_a_000038-000070
739f16aabe,5_gj_58a_a_000045-000077
28f742a02a,z_nr_73z2633a_a_000082-000126
567ac36e34,o_ei_4322oa_a_000143-000185
0b3fdd4b2e,o_nh_o45oa_a_000020-000040
16789c30d4,7_nh_57667a_b_000143-000196
24ca07602c,7_st_72a_a_000032-000073
fb935e154b,1_ne_17192a_b_000071-000092
becc329c43,4_mp_1475457a_b_000189-000231
469502835c,1_kn_5195916a_b_000210-000233
9f65c53a85,8_rr_572o8a_a_000138-000196
a86d3962be,2_kf_23o7674a_a_000018-000047
b846327dc5,7_ld_7b_a_000020-000070
e8d0b15903,8_hl_54183a_a_000150-000176
31e82ad8d8,2_lh_26a_a_000019-000036
783f825954,9_al_oo13492a_a_000279-000324
e5d0b76771,2_aw_7z28213a_b_000208-000234
8316e340b1,4_fi_9834a_a_000136-000184
9e7ca83786,z_nh_7z1z36za_c_000246-000293
e71912e85a,3_kk_849z339a_b_000221-000250
82f09c8046,9_rf_9b_a_000020-000076
8b5f82c7de,1_ai_1z17a_a_000021-000049
80fafb7af6,7_pp_97a_a_000074-000135
3539577e49,7_ih_7b_a_000037-000098
f2c6c6a051,2_la_5231a_a_000060-000096
7a8b45f682,1_jc_1155a_a_000021-000054
b7e94b16eb,o_pm_53757o4a_a_000179-000194
c21062bb68,6_ls_4826723a_a_000121-000155
011194e712,6_ni_2721364a_a_000208-000241
73a1991343,6_cg_93846a_a_000229-000296
c86bc61dd5,5_nw_65a_a_000056-000104
801d8b0818,1_rr_241oo95a_a_000077-000120
920e9778f6,7_ec_2947574a_a_000110-000152
7fa16cb321,z_ld_zb_a_000022-000070
434eef49f1,7_ms_7782za_a_000019-000051
6474d5d4a5,8_pe_898a_b_000066-000118
cf185e62bc,8_fk_68o4212a_a_000062-000090
a381a2433f,9_pk_1755z79a_a_000272-000319
c0a48f6810,1_eg_7z91z5za_a_000191-000219
82c8bb99ba,9_ea_894a_a_000056-000085
ec4d1c604c,7_pi_7472597a_c_000225-000268
dd85f5407f,2_nr_4o82oo6a_a_000137-000163
efd60d7fd3,7_jn_57a_a_000066-000113
d0c24ce901,2_st_z2z45z7a_a_000080-000103
10ba514348,3_ae_23a_a_000044-000090
6b08f17e07,7_ji_6714a_a_000063-000103
6aa717cda6,9_hn_o9o63a_a_000043-000088
9c3a8d02cb,8_il_23o68o5a_a_000153-000191
c13f2ebb52,o_rs_2o6a_a_000042-000064
83b4b8c3ed,7_la_o778762a_b_000093-000146
41fc7a0968,3_gg_3a_a_000033-000076
fad644bc75,z_ei_11za_a_000094-000148
5cb15a3a3b,5_kk_45z88a_a_000044-000081
92ef32b8c8,2_nf_53286a_a_000123-000154
d960f181db,8_gr_84a_a_000035-000059
ba04a07a5f,8_nh_81a_a_000019-000045
c9ce969c0a,z_eh_52z15zza_b_000248-000290
faad949572,3_cr_o3ooa_a_000041-000073
93d8f58e68,4_jn_942z26za_a_000045-000064
c644349e4c,7_hs_917a_a_000078-000125
9f10af7008,2_ie_267z921a_a_000019-000039
b68737c322,o_ih_o32a_a_000042-000061
77f39cbf19,8_el_z8463a_a_000089-000118
0ed773cdf1,3_hn_7393oa_b_000162-000189
4be3586a6d,8_br_8o817a_b_000089-000136
818f56f2f3,o_ek_o7634a_a_000020-000039
7a12be911e,1_la_2751za_a_000146-000179
da1d36924d,2_lt_26a_a_000018-000038
310daf05b0,z_rr_z9a_a_000021-000062
6c434d8241,9_pp_3952a_a_000040-000075
485d784edf,2_kf_21zza_a_000018-000053
eb3ea6ed7a,5_fi_o213551a_b_000262-000299
7f02e16d0d,2_eh_42a_a_000093-000132
c1bcfe7667,o_cf_82o87o3a_b_000222-000250
4049b309fb,9_dc_932a_a_000040-000069
e62b335630,4_mb_8o44629a_a_000105-000158
0a06af7ce9,1_dc_6861731a_b_000208-000249
f7fdb1ec31,o_hn_o725224a_a_000019-000042
606f180191,8_ec_8b_a_000012-000061
58c8a3627a,z_bi_z944a_a_000033-000068
4c733a847e,6_re_6b_a_000020-000092
e601e5ddbb,4_cl_49oa_a_000028-000056
d1a1ec9998,1_ji_8236341a_a_000180-000215
d9e2590f06,6_fc_11462o8a_a_000138-000186
43ae086fe5,2_kp_52o34a_a_000060-000103
6a5a7ed1e4,9_kh_4989a_b_000105-000149
e569a69efc,1_dn_891za_a_000092-000137
04bc3ed83e,4_ha_z54a_a_000079-000115
34286c2c70,7_hl_5876751a_a_000097-000161
d342949f51,z_ni_z1z3572a_b_000094-000156
85ad5f2d39,1_sp_15911a_b_000142-000174
068e9f4bf9,7_ac_z75a_a_000063-000102
1bc2a1ab48,7_bh_32zz73za_a_000161-000200
1c84e85e94,1_in_81231a_a_000046-000077
50eaadf5fa,7_br_o77oa_a_000051-000101
1ff94899db,4_kr_4a_a_000016-000070
713990714b,o_ha_9o131o6a_b_000153-000165
1b6e4294c8,4_cr_5941484a_c_000204-000235
f66b182f89,3_it_z163z4za_a_000117-000143
28e5f1700c,8_ei_2343784a_a_000222-000254
dfe925c260,3_ji_3b_a_000020-000072
373be6b780,2_hp_5462o7oa_a_000142-000170
bf6ada30f7,1_pm_69123a_a_000078-000104
bd151deb11,z_ec_z1a_a_000011-000052
244bed5b67,2_hl_32a_a_000054-000101
8f488fbfbc,1_re_71491a_b_000187-000235
efe99aafab,6_jj_1o638a_a_000107-000153
5c2477ad23,9_fk_z91a_a_000059-000100
621e1f2860,9_ai_9145289a_b_000236-000288
72263da0b3,8_ac_81a_a_000018-000044
b10d3349ad,z_dc_884z8a_a_000157-000193
96dc1c103d,7_cm_o22773oa_b_000138-000173
7cbb469e47,5_ig_5548359a_a_000018-000051
e9d5126f60,7_ee_7792a_a_000025-000063
87275dc8a1,3_gj_6378a_a_000054-000073
35d3e4d90b,o_ms_oo483a_b_000063-000095
10082deec7,3_cr_35z29a_a_000020-000044
f37f7a20cd,3_bd_z1z36a_a_000123-000149
9c1cd18a1e,1_it_11a_a_000019-000042
faea542a05,1_aw_199oa_a_000020-000043
77a6e25f5a,3_ea_83a_a_000043-000089
da0cff4ae6,9_cb_41917a_a_000141-000179
62531d598b,7_kk_o8o473oa_a_000175-000224
34c9687905,9_ff_15z679za_a_000238-000273
40094dcd13,o_ng_o1o5o76a_a_000052-000080
05337e6fe2,7_il_7o76a_a_000019-000065
39c279b3e1,7_es_5o89376a_a_000182-000225
e6110534c8,6_pb_636a_b_000142-000210
649c0be08d,4_gg_4679a_a_000019-000046
dab56afc78,9_jj_97o5215a_a_000020-000050
554c367e5b,o_rn_o9oo5ooa_e_000236-000273
d92a43bd20,6_ek_6a_a_000018-000078
7d5028e48b,1_fc_8z1a_a_000125-000164
a4c9de9477,2_nr_22446z9a_a_000018-000040
da16c7d113,1_nh_41621a_a_000041-000069
42ee8b1892,o_jj_3o5oa_a_000056-000089
67b2a87bc5,7_kt_699717oa_a_000136-000170
3b5806b4f6,6_eg_68669a_a_000019-000059
908629e6de,9_ne_49zza_a_000046-000086
c68a01dc81,5_gj_56651a_b_000112-000147
145df66476,6_ie_7336a_a_000149-000216
da7b0c9ffe,o_rn_8o61oo2a_c_000213-000238
bfe411c577,6_hp_5z28z56a_a_000267-000324
52977fd327,8_ji_84a_a_000018-000037
462cb9e2a5,6_dg_6925a_a_000021-000061
6e9b08a374,3_bh_45334a_a_000081-000106
ab5039237f,z_ek_58z2a_a_000066-000095
db0b47fd4b,8_al_38a_a_000068-000130
71baea264d,6_sj_o645a_a_000041-000087
948bf57225,1_kh_4826177a_a_000257-000299
57487ce0ca,6_in_6766a_b_000087-000120
e5cbab13ca,8_aw_8b_a_000036-000077
a62057a8c3,6_ca_425694oa_a_000127-000163
5536c12ec5,o_gg_o32o4ooa_a_000020-000048
a258f9e9a4,o_hn_3oo16a_a_000088-000112
dc996b9f12,8_nc_z84a_a_000079-000118
5a623c5c3e,4_fi_3z844a_a_000113-000146
345024035b,2_mp_269a_a_000018-000047
14b047d087,9_ms_9zz868za_a_000056-000089
d2cd190686,9_mr_2z2996za_b_000186-000212
0d1bee94b6,8_fc_8219388a_b_000254-000277
148db41914,1_jn_121a_a_000039-000061
b8fee6f424,5_ih_o5a_a_000048-000133
f3cbb2a9d0,6_kk_1z6a_a_000102-000156
731a9626d7,z_in_3zz5z64a_a_000050-000083
756f93123b,4_kf_2471a_a_000084-000126
6f791b1dd1,4_el_246oo54a_b_000196-000239
f3bd0de1e6,8_lh_5144828a_b_000206-000227
45fe36da51,4_ee_oo43262a_a_000059-000110
9de3f6c879,1_kc_z6z1a_a_000174-000219
b9902bbd4a,z_ei_618z34za_b_000286-000349
8b7d08b952,7_hp_3573a_a_000068-000103
32dd19de5b,7_gj_7a_a_000020-000065
a8bad59c0a,5_cl_4635a_a_000140-000202
1457ce1b75,5_rf_93785o3a_a_000172-000220
a605d54a3d,8_kc_3867795a_a_000047-000072
8dd1774c51,o_ls_381634oa_a_000213-000244
4fc65efbbf,7_ne_7a_a_000025-000086
97d9bc99f5,2_gj_1282a_a_000066-000086
d287354d5c,4_la_34495a_a_000079-000113
1e7161e00c,7_sp_48o67o2a_a_000185-000229
47a2f5b03d,2_it_2247766a_b_000031-000052
6ea629d638,4_kk_o4a_a_000054-000102
565d7f6aa4,z_nh_63z4638a_a_000085-000139
2a3265f319,3_aw_33a_a_000021-000049
3954d6426e,6_if_6z155a_a_000036-000093
3ba49c1c43,6_jj_6a_a_000019-000083
b851eda251,o_kc_8o6a_a_000073-000101
2d3cbae543,5_ea_52z7932a_a_000020-000044
b0b3bd9a54,8_ag_58a_a_000049-000089
4b3f4d8b98,4_fi_34o15a_a_000048-000090
88e7fdc367,z_pd_4z96za_a_000052-000093
f4cd3f221a,5_mb_192o151a_a_000231-000269
ee8cf1ea5f,8_ld_93884a_a_000090-000117
98965a9dbb,3_la_34495a_a_000031-000079
7ac9f725d7,7_bd_714a_a_000020-000056
6633c52259,2_eh_22639z6a_a_000020-000043
52c4bdef79,7_rf_85z7127a_a_000142-000185
50c40a2784,o_rs_12o7382a_a_000099-000146
d30ae12048,4_pe_4o526a_a_000015-000046
684e11b0ce,o_rd_5o2a_a_000074-000091
ef00b38c42,6_ms_649a_a_000048-000079
657c1c5fbb,1_cm_175a_a_000050-000076
5284864496,2_hs_29zz624a_b_000244-000267
114d2e4bb4,9_kp_69956a_a_000088-000128
d4ba79bfa0,6_br_56414a_a_000064-000103
18b8c342c1,7_hn_6827187a_a_000156-000186
2e452961db,3_hn_o835a_a_000064-000096
c0ea3084c6,9_pd_o29748oa_a_000056-000108
b60dba0e65,5_fj_53815a_b_000126-000177
3f46e12359,4_la_o54o641a_a_000088-000139
a9d3ae4ba0,4_jc_z4a_a_000067-000113
b201d5b939,2_ne_2515a_a_000019-000039
6cb3a9cc5d,1_cr_1171889a_c_000154-000183
935d380818,4_if_431za_a_000023-000048
a696a9ca50,6_jr_6oo26a_b_000111-000163
0060ab578b,1_rn_264211oa_b_000219-000252
462641c1ac,6_fk_17966o6a_c_000254-000326
88e7fdc367,o_fk_38o5329a_a_000095-000144
f386b5cff0,2_kt_2344a_a_000019-000040
c81f0045f4,4_kc_43311a_a_000048-000086
b74090de23,4_hn_1o6oo44a_a_000215-000244
d6d0652ccf,7_nf_574o7a_b_000122-000172
0d009a3b6e,2_pb_25a_a_000018-000044
aadcf38361,8_ek_58778a_a_000052-000074
9ae33ef25d,3_st_911z135a_a_000189-000212
41c6d508cb,z_ee_918zz32a_b_000181-000217
9ca8374869,6_rn_64471a_a_000019-000068
ad08dd4632,8_ff_z89158za_b_000222-000248
b8df0dcd3d,2_dc_46235a_a_000100-000117
4d2fb17074,3_dg_5163355a_b_000145-000173
98f728ad7b,2_hn_22a_b_000047-000080
bbc5d314e0,5_ac_635a_a_000072-000131
68a9b0f1c7,8_nw_9519298a_a_000261-000296
f4f274d177,z_kt_2zzza_c_000137-000194
541c6c30fc,3_al_3a_a_000017-000072
2d43c7e1d7,2_if_52a_a_000066-000100
43996232a0,5_ih_352z8a_a_000055-000089
b875b45ea0,7_jr_37a_a_000039-000088
3292898c3f,3_rf_3971oa_a_000064-000097
3d5a892a62,9_aj_948a_a_000018-000046
4a5ae27108,9_hp_19969a_b_000101-000135
da53c72bcf,4_cf_9474164a_c_000187-000217
0d75f586c5,z_cm_6z153a_a_000107-000143
a79329514f,8_ih_9o798a_a_000176-000219
4fea0cf174,o_el_o4a_a_000019-000040
6353aaa30d,1_kp_o4oo818a_a_000224-000262
b332ccfc43,2_an_6989326a_a_000211-000234
d2fbcd046f,1_mk_7z4z1a_a_000215-000261
a77daa01f3,3_rp_3o314a_b_000075-000103
