flickr_audio_uid,keyword
running_049_3618932839_acd7d2c2ea_3_000076-000097,run
camera_017_449352117_63c359c6e7_4_000189-000246,camera
crowd_099_2928835996_88b9f9503d_2_000050-000084,crowd
dog_017_693450725_8ad72389e6_0_000131-000168,dog
snow_111_3710468717_c051d96a5f_0_000330-000409,snow
jumping_114_3550255426_4ab03c0d6e_2_000176-000222,jump
dog_111_421932359_edbf181f44_2_000021-000077,dog
crowd_022_3259992164_94600858b3_2_000333-000387,crowd
grass_006_50030244_02cd4de372_3_000242-000309,grass
people_077_3392019836_c7aeebca1c_3_000022-000051,people
holding_005_2845691057_d4ab89d889_4_000048-000098,hold
mouth_132_2198964806_c57b0534d3_2_000296-000310,mouth
woman_022_3543378438_47e2712486_0_000369-000411,woman
girl_005_2875528143_94d9480fdd_0_000019-000061,girl
jumps_005_3626475209_f71cdd06bd_3_000201-000239,jump
slide_083_2597737483_6518a230e4_3_000128-000185,slide
man_007_3286017638_c688c83e3d_0_000009-000041,man
photographs_023_3336831820_5c5df4b033_2_000299-000384,photograph
desert_066_2234910971_80e0325918_0_000168-000215,desert
swinging_017_186890601_8a6b0f1769_2_000059-000101,swinge
watches_014_470887795_8443ce53d0_3_000156-000205,watch
ball_019_282116218_7fd7583d6e_2_000190-000215,ball
football_005_495340319_705f2e63d6_3_000207-000265,football
runs_020_2139519215_8ca16dd192_1_000234-000263,run
toddler_117_2687539673_d54a8dc613_3_000026-000080,toddler
people_017_1807169176_7f5226bf5a_0_000055-000099,people
workout_030_2801146217_03a0b59ccb_4_000293-000367,workout
men_033_2650568697_ffb79bf2ea_3_000028-000071,man
dog_098_2089122314_40d5739aef_3_000148-000185,dog
man_052_808245064_8a7971fc5b_3_000020-000046,man
man_007_2815788792_d226215d10_3_000010-000035,man
man_017_219843859_94b6d0a580_2_000014-000044,man
play_020_241346580_b3c035d65c_0_000079-000107,play
playground_052_539744890_85e63f5854_4_000286-000356,playground
girl_046_583087629_a09334e1fb_1_000007-000032,girl
drink_036_3627076769_3b71e73018_4_000071-000111,drink
men_062_3351667632_00f586a30c_4_000475-000512,man
grass_010_284441196_8ebb216d0d_0_000223-000282,grass
rock_114_3288839246_fdb00395ae_4_000264-000313,rock
dog_017_430803349_a66c91f64e_0_000053-000084,dog
climbing_072_3288839246_fdb00395ae_1_000070-000114,climb
girl_038_3206058778_7053ee6b52_0_000282-000321,girl
ride_090_2855417531_521bf47b50_4_000196-000252,ride
dog_041_3713882697_6dd30c7505_2_000151-000179,dog
dog_004_2173312932_269f9786fc_0_000075-000118,dog
man_010_3482314155_bd1e668b4e_3_000008-000052,man
dog_007_464527562_a18f095225_1_000040-000073,dog
collar_039_244443352_d7636e1253_1_000135-000180,collar
players_005_3136043366_b3f8607a0e_3_000214-000273,player
rails_033_894928353_002a3d5f06_0_000256-000337,rail
dog_017_3474330484_a01d8af624_2_000013-000047,dog
dog_011_3187117682_986ffd6b67_0_000070-000098,dog
card_007_3183883750_b6acc40397_2_000185-000227,card
walking_054_236476706_175081ce18_1_000088-000134,walk
chains_058_2831314869_5025300133_3_000383-000446,chain
smoking_007_3241726740_6d256d61ec_4_000060-000114,smoke
runs_017_207275121_ee4dfa0bf2_1_000049-000083,run
toy_003_2519594430_551225e5bd_3_000154-000200,toy
drives_046_3415311628_c220a65762_2_000059-000095,drive
players_046_3053785363_50392f2c53_1_000099-000143,player
book_039_2518853257_02f30e282e_3_000358-000396,book
benches_005_1235681222_819231767a_1_000175-000237,bench
bird_004_3454315016_f1e30d4676_0_000087-000122,bird
hay_151_2196050115_e236d91f52_2_000295-000340,hay
costumes_032_3583516290_1c87a13770_3_000127-000196,costume
people_009_244368383_e90b6b2f20_3_000066-000100,people
subway_003_2752809449_632cd991b3_4_000806-000862,subway
dogs_100_3591094476_b61acd63d6_3_000231-000296,dog
woman_005_2798880731_4f51634374_1_000021-000077,woman
faces_065_2245916742_73af13c733_3_000321-000382,face
people_095_2987576188_f82304f394_4_000058-000089,people
field_006_3514184232_b336414040_4_000297-000339,field
walking_108_2676937700_456134c7b5_4_000063-000098,walk
men_004_3163273640_8d3ef22eaf_3_000025-000057,man
bucket_025_513269597_c38308feaf_2_000207-000253,bucket
shovel_019_2465497494_43d74df57c_1_000160-000200,shovel
children_017_3553056438_4e611a7a2a_4_000023-000073,child
track_157_2064417101_3b9d817f4a_2_000165-000212,track
road_022_3677734351_63d60844cb_4_000639-000671,road
field_046_2191453879_11dfe2ba3a_1_000228-000280,field
man_036_3073579130_7c95d16a7f_4_000000-000028,man
furniture_019_3317960829_78bbfafbb6_4_000158-000206,furniture
grass_111_493507605_48fe8e3739_2_000292-000373,grass
bus_016_437054333_5c2761b8cd_3_000051-000088,bus
sand_005_2378127945_8dc9da82d7_1_000148-000201,sand
line_020_3092370204_029b6bc10a_2_000098-000131,line
dog_049_2934573544_7ffe92a2c9_0_000037-000063,dog
paper_004_3444974984_963fb441a0_2_000223-000273,paper
man_052_842960985_91daf0d6ec_1_000019-000047,man
woman_005_1801063894_60bce29e19_2_000018-000065,woman
ball_049_403523132_73b9a1a4b3_3_000122-000150,ball
wall_120_290982269_79fc9f36dc_0_000275-000318,wall
stands_017_905355838_3a43fdfd4e_1_000109-000166,stand
guys_017_2312984882_bec7849e09_3_000034-000071,guy
sign_049_2255685792_f70474c6db_3_000249-000295,sign
men_123_3441511444_b031585b45_2_000024-000048,man
dog_077_1884065356_c6c34b4568_0_000043-000076,dog
camera_062_346253487_687150ab04_0_000365-000409,camera
play_052_1299459562_ed0e064aee_0_000200-000223,play
laying_005_2662890367_382eaf83bd_0_000089-000134,lay
run_062_2061397486_53a61e17c5_3_000241-000268,run
boy_002_2299859649_07ca44a222_2_000048-000089,boy
child_033_3185662156_c877583c53_4_000051-000095,child
jumping_019_576075451_5e0f6facb3_2_000028-000060,jump
race_017_2969380952_9f1eb7f93b_3_000085-000125,race
running_028_3023178539_836b50cd43_2_000063-000094,run
grass_021_252846811_7b250935a7_0_000260-000296,grass
dogs_046_535529555_583d89b7f2_1_000021-000054,dog
playing_006_3589156060_3ed8d6bbc3_0_000049-000079,play
thumbs_052_2393911878_68afe6e6c1_4_000290-000336,thumb
face_046_3444982197_0ff15cc50b_3_000106-000136,face
dog_052_3584829998_25e59fdef3_0_000189-000224,dog
stands_021_1809796012_a2dac6c26b_1_000107-000143,stand
dog_004_3187117682_986ffd6b67_3_000119-000156,dog
waterfall_159_3287963317_186491ee78_0_000347-000441,waterfall
dog_005_248858242_1c33c54ada_4_000423-000460,dog
girl_007_2683985894_167d267dcb_1_000012-000056,girl
children_046_3462165890_c13ce13eff_2_000238-000278,child
running_083_3537806062_c50d814aba_2_000070-000108,run
girl_077_3532761259_14026c1e96_0_000015-000049,girl
man_004_3550459890_161f436c8d_0_000016-000051,man
field_037_2860041212_797afd6ccf_4_000076-000102,field
bar_085_1167908324_8caab45e15_1_000132-000174,bar
dog_099_2464259416_238ef13a2e_0_000081-000114,dog
standing_139_2319808437_bbbdc317c0_0_000072-000115,stand
dog_007_2789238858_14261dd25a_0_000012-000049,dog
gymnast_049_3636418958_f038130bb2_4_000008-000051,gymnast
dog_022_2882743431_c3e6cd1b5c_4_000037-000078,dog
mouth_014_947969010_f1ea572e89_0_000664-000693,mouth
rugby_085_3498417123_3eae6bbde6_1_000162-000212,rugby
hill_051_2892413015_5ecd9d972a_1_000390-000420,hill
man_005_1466307485_5e6743332e_1_000016-000062,man
water_016_3397633339_d1ae6d9a0e_0_000375-000429,water
puppy_007_2555535057_007501dae5_3_000010-000056,puppy
stump_046_1659358133_95cd1027bd_2_000122-000160,stump
pushes_007_2680990587_eee6bd04fb_4_000083-000120,push
man_032_2206600240_f65df56a09_3_000000-000025,man
boys_132_3283626303_8e23d4a842_2_000021-000063,boy
play_133_2192802444_b14bb87b95_1_000225-000257,play
water_106_836828001_af98d16256_0_000226-000263,water
flock_028_2181117039_c4eea8036e_0_000294-000327,flock
soccer_005_2393298349_e659308218_2_000099-000150,soccer
dog_005_3036596725_541bbe0955_4_000115-000148,dog
man_135_2328104318_5a43ca170c_3_000017-000047,man
man_074_2273871383_1ddb3562ea_2_000047-000070,man
man_004_2975807155_5a8610c297_2_000011-000052,man
man_049_134894450_dadea45d65_2_000064-000093,man
man_058_3415311628_c220a65762_3_000000-000035,man
dog_003_294353408_d459bdaa68_4_000011-000051,dog
stump_027_1659358133_95cd1027bd_3_000201-000247,stump
collar_016_3019923691_3b3c5a4766_1_000142-000179,collar
woman_033_823697339_aadbeef495_1_000012-000056,woman
stick_037_2052202553_373dad145b_2_000067-000096,stick
race_011_3578068665_87bdacef6a_3_000076-000100,race
ball_051_2698614194_b4e6e11dff_4_000273-000320,ball
playing_022_3543378438_47e2712486_0_000232-000271,play
smoking_011_2126950128_74a4882658_0_000106-000154,smoke
looks_005_3352791995_8db4979aca_0_000079-000123,look
dog_025_2844747252_64567cf14a_0_000052-000081,dog
painting_010_3371567346_b6522efdb8_1_000268-000327,painting
tree_019_1197800988_7fb0ca4888_0_000171-000216,tree
puppies_021_3656030945_fa003bd696_2_000022-000068,puppy
tent_100_3260768565_2b725be090_4_000296-000343,tent
standing_085_2328104318_5a43ca170c_1_000146-000190,stand
slide_054_2597737483_6518a230e4_2_000272-000343,slide
dog_052_464116251_1ac4bc91f8_1_000018-000054,dog
road_034_3273091032_98f724b36b_2_000345-000392,road
mouth_053_3710674892_857b8056f7_2_000253-000287,mouth
men_132_3405100926_e96308ce89_3_000035-000059,man
head_049_2423292784_166ee54e0b_4_000307-000349,head
snow_016_445655284_c29e6d7323_0_000186-000224,snow
crowd_062_3259160693_067ec7ebc3_2_000236-000284,crowd
plaza_024_3492734013_e6b177ed99_2_000126-000177,plaza
dog_014_2331510788_986809bbb4_0_000083-000111,dog
child_055_2052702658_da1204f6d1_0_000012-000054,child
girl_133_3002920707_5d2e6e6aac_3_000041-000083,girl
girl_037_1994416869_4dd769a806_1_000102-000131,girl
stand_031_3392019836_c7aeebca1c_4_000066-000111,stand
machine_058_2831314869_5025300133_3_000299-000345,machine
goalie_009_3342822192_082f932ef2_0_000013-000047,goalie
guitar_005_3134644844_493eec6cdc_3_000110-000166,guitar
rocks_132_2424398046_1a55c71376_2_000056-000090,rock
read_086_3444974984_963fb441a0_4_000073-000096,read
man_004_285306009_f6ddabe687_0_000014-000049,man
dress_059_3675742996_02ccef16a3_1_000175-000212,dress
dogs_034_432490118_54a9c0e500_2_000094-000128,dog
wall_007_2471447879_6554cefb16_1_000194-000241,wall
dog_003_3394070357_cb2a3243fc_1_000093-000133,dog
dog_046_2857558098_98e9249284_0_000011-000044,dog
playing_049_393810324_1c33760a95_0_000239-000276,play
woman_123_615916000_5044047d71_4_000010-000044,woman
boy_004_2396746868_0727e06983_3_000043-000073,boy
dogs_150_490044494_d2d546be8d_2_000023-000063,dog
looks_007_311196733_03966b4836_0_000042-000068,look
bed_042_2088460083_42ee8a595a_4_000205-000250,bed
dog_083_3187364311_4c2a87083b_0_000301-000332,dog
dog_011_947969010_f1ea572e89_1_000050-000082,dog
ball_017_2044063458_fcc76a7636_2_000137-000176,ball
camera_065_3377570617_d2f2225a74_4_000356-000399,camera
grass_004_2824922268_3fafb64683_1_000090-000148,grass
hanging_105_3057497487_57ecc60ff1_4_000080-000115,hang
pink_016_3431101934_99a6c55914_2_000075-000110,pink
room_046_3266399073_40820596d5_0_000153-000186,room
children_067_2836703077_fa9c736203_2_000036-000089,child
sand_083_3477712686_8428614c75_0_000131-000173,sand
stands_033_457631171_12b1aee828_4_000064-000122,stand
man_005_1355945307_f9e01a9a05_0_000017-000077,man
dog_017_241109594_3cb90fe2a3_4_000100-000136,dog
walking_045_2687229880_97cfd8148e_4_000046-000100,walk
soccer_100_3184891327_8785194e3c_4_000409-000464,soccer
tug_024_272546805_536c719648_0_000191-000213,tug
animal_163_2540326842_bb26cec999_1_000360-000396,animal
woman_135_2387197355_237f6f41ee_2_000019-000047,woman
boys_167_2730938963_c4ed3e2258_1_000070-000108,boy
water_062_1095476286_87d4f8664e_3_000241-000277,water
boy_005_2817847072_5eb3bc30ac_0_000017-000053,boy
gym_044_2942094037_f6b36fd3db_3_000096-000143,gym
groups_028_3074265400_bf9e10621e_2_000000-000040,group
dog_007_2735979477_eef7c680f9_0_000051-000086,dog
girl_139_2875528143_94d9480fdd_1_000045-000092,girl
boy_030_2486364531_b482d7f521_4_000053-000106,boy
rock_082_2844846111_8c1cbfc75d_4_000125-000165,rock
nose_011_3187117682_986ffd6b67_0_000387-000439,nose
stretcher_005_3426724811_137855b4f7_0_000455-000524,stretcher
jumping_019_3689355450_fd559b816d_2_000050-000083,jump
person_007_1207159468_425b902bfb_1_000347-000391,person
street_007_480607352_65614ab348_3_000337-000374,street
dog_019_3713133789_f05e8daffd_4_000058-000086,dog
dog_053_3629664676_36bcefe6b7_0_000090-000129,dog
boy_031_2971211296_2587c3924d_0_000012-000039,boy
campus_039_278002947_3fd22a2cb6_3_000186-000238,campus
dog_020_2384147448_c1869070d3_1_000022-000052,dog
jersey_071_241347823_6b25c3e58e_0_000588-000634,jersey
ball_071_2938875913_0ed920a6be_4_000305-000347,ball
van_030_2098418613_85a0c9afea_2_000306-000357,van
plastic_039_414568315_5adcfc23c0_0_000391-000451,plastic
boy_005_1352398363_9cc8ffcce9_2_000064-000113,boy
ball_137_3506607642_40037b3fbf_3_000158-000171,ball
play_016_3546720729_38fff1bbd9_4_000053-000077,play
fence_004_1813597483_3f09d2a020_1_000276-000328,fence
man_154_3282925526_535ff9f2b2_3_000042-000085,man
group_027_2064780645_8f28a1529f_3_000134-000157,group
girl_021_2447972568_1e9b287691_0_000019-000042,girl
swings_007_3666324102_18ecdf8253_2_000093-000154,swing
rubs_007_3373946160_1c82d54442_2_000129-000156,rub
child_100_2238166082_140f8b01b8_0_000019-000067,child
train_005_2120571547_05cd56de85_0_000202-000286,train
lawn_017_3038760935_9a713510eb_1_000263-000312,lawn
man_006_386470686_1ae9242878_4_000007-000034,man
dog_042_3207654194_43d6bebd68_0_000022-000063,dog
football_062_241347496_1a35fec8dc_1_000069-000102,football
jumping_038_1159574340_99ba8c3c59_0_000059-000098,jump
man_075_2975253472_0f0c2dea70_2_000286-000309,man
grass_077_2208631481_3e4a5675e1_3_000143-000176,grass
rocks_147_1924234308_c9ddcf206d_0_000351-000405,rock
woman_013_502884177_25939ac000_0_000043-000075,woman
tiger_039_3016741474_72b4355198_3_000283-000337,tiger
device_043_3533484468_0787830d49_4_000272-000332,device
boys_017_2866529477_7e0c053ebc_2_000026-000069,boy
snow_053_3198231851_6b1727482b_0_000345-000395,snow
plants_024_3019857541_3de3e24f54_3_000140-000179,plant
ball_088_2521938720_911ac092f7_4_000201-000248,ball
wearing_037_2842849030_89548af61c_4_000063-000084,wear
dog_016_2921198890_6f70dfbf4c_3_000117-000143,dog
man_007_2766148353_70b2e8070f_0_000010-000039,man
costume_011_1142283988_6b227c5231_1_000265-000331,costume
dog_032_2276499757_b44dc6f8ce_2_000211-000238,dog
running_038_3579842996_3a62ec1bc7_0_000220-000249,run
dogs_030_3207676216_48478bce97_2_000417-000483,dog
balloons_005_3176278670_195eea071c_0_000206-000273,balloon
bottles_025_3627076769_3b71e73018_2_000180-000237,bottle
swings_070_2618322793_5fb164d86a_3_000144-000187,swing
tunnel_010_3025315215_a5d367971a_3_000255-000286,tunnel
players_129_3593538248_dffa1a5ed4_4_000266-000350,player
man_026_1491192153_7c395991e5_0_000010-000038,man
toy_040_1794818900_e0ffdd268e_4_000371-000409,toy
cricket_058_3626964430_cb5c7e5acc_2_000091-000128,cricket
shirt_110_3442138291_3e75f4bdb8_4_000163-000204,shirt
people_011_3015368588_ef0a06076d_2_000054-000087,people
boys_034_2690702549_cf81da8cf6_1_000033-000075,boy
jumps_083_1418266617_b32143275b_0_000107-000142,jump
tug_017_1937262236_cbf5bfa101_3_000090-000116,tug
kayaking_042_2086532897_b8714f2237_1_000074-000146,kayak
chainsaw_007_319851847_7212423309_3_000413-000481,chainsaw
grass_104_2279945145_8815c59217_0_000165-000209,grass
pushes_168_2600170955_bf30c5d5c0_1_000114-000159,push
smiles_043_1096165011_cc5eb16aa6_4_000051-000125,smile
dogs_160_2606433181_f8f9d38579_1_000019-000067,dog
grass_062_260162669_c79a900afb_0_000404-000460,grass
tunnel_083_2946016853_ceca4f5a07_2_000280-000323,tunnel
man_036_3254640083_eb34b8edfe_3_000009-000047,man
standing_007_3372251830_baa3665928_1_000224-000269,stand
hockey_003_3053785363_50392f2c53_0_000188-000245,hockey
game_019_2949762776_52ece64d28_2_000131-000163,game
running_123_2271264741_aa8f73f87c_0_000067-000091,run
direction_003_3327487011_1372c425fb_0_000248-000293,direction
stands_075_2245916742_73af13c733_2_000043-000094,stand
gives_014_2376694294_9a4ecc3b90_0_000244-000277,give
swims_046_2522809984_2e8a7df4fb_3_000081-000132,swim
snow_005_3257277774_aba333a94c_2_000184-000247,snow
racing_073_166654939_80ea4ddbcc_2_000065-000095,race
man_129_2385146732_d1c67c790e_2_000018-000062,man
bill_075_2354456107_bf5c766a05_1_000114-000141,bill
laughs_005_2720985888_8f5920e8cf_1_000215-000282,laugh
boy_033_3628017876_4ac27e687b_4_000023-000055,boy
boy_007_578274277_652cae32ba_2_000030-000049,boy
dog_011_3146232740_df3da0163b_2_000014-000049,dog
boy_033_3710674892_857b8056f7_0_000011-000048,boy
women_132_1160441615_fe6b3c5277_3_000024-000069,woman
boy_030_2441313372_6a1d59582b_0_000016-000051,boy
street_102_2252264255_03fefc25af_1_000252-000306,street
toy_017_2569643552_23696a9ba5_4_000186-000212,toy
sits_115_2287887341_663bfa15af_1_000058-000091,sit
play_033_514073775_56796be990_1_000042-000077,play
sit_007_3332248667_617606714b_2_000075-000098,sit
men_043_3052038928_9f53aa2084_4_000028-000053,man
screen_075_2261962622_e9318a95eb_3_000265-000307,screen
stick_005_475980315_b8ecd50094_4_000174-000217,stick
hanging_003_1252787177_4b08625897_4_000196-000234,hang
man_038_950273886_88c324e663_0_000008-000051,man
stand_014_2465441099_a1761a1757_0_000179-000225,stand
dog_017_2635483351_bc1a8273aa_1_000055-000090,dog
stick_005_1473250020_dc829a090f_1_000445-000513,stick
red_009_3533775651_9d7e93dacf_0_000064-000089,red
shirt_021_3697153626_90fb177731_1_000107-000155,shirt
snow_046_1312227131_771b5ed201_1_000188-000233,snow
dog_070_3396817186_b299ee0531_2_000095-000131,dog
ball_091_2553188198_da1123a723_2_000344-000367,ball
dogs_105_2158247955_484f0a1f11_2_000025-000060,dog
hay_046_1606988704_fe330878a3_4_000175-000219,hay
water_004_2587017287_888c811b5a_0_000289-000349,water
dress_046_222759342_98294380fc_4_000132-000159,dress
cigarette_036_3269380710_9161b0bd00_3_000136-000182,cigarette
camera_127_2718049631_e7aa74cb9b_2_000179-000232,camera
tools_017_3616846215_d61881b60f_0_000369-000424,tool
stands_016_2458862292_466a920ee2_0_000123-000166,stand
rock_017_3078844565_16e9cdcea2_4_000285-000342,rock
cellphone_049_1298866571_b4c496b71c_3_000161-000216,cellphone
crocodile_112_2094543127_46d2f1fedf_4_000192-000261,crocodile
cliff_108_143684568_3c59299bae_1_000189-000220,cliff
store_017_3124838157_7ef96745b7_1_000340-000375,store
boy_061_3171250845_5ae0d2a8bc_1_000026-000052,boy
ice_057_102351840_323e3de834_2_000245-000269,ice
runs_006_1095580424_76f0aa8a3e_0_000062-000090,run
trash_017_2533076864_d799996433_1_000229-000286,trash
hoops_048_488089932_c3a5fa4140_3_000284-000343,hoop
grass_109_2561481438_447b852e4d_2_000298-000342,grass
dog_002_3463922449_f6040a2931_0_000056-000095,dog
jumps_034_3595216998_0a19efebd0_4_000118-000149,jump
child_030_2412390588_a89cab30f4_2_000024-000083,child
grass_033_272940778_a184dbea42_2_000325-000419,grass
man_025_2918880895_e61f74f2f0_1_000011-000042,man
sign_004_524360969_472a7152f0_0_000433-000474,sign
woman_072_365584746_681f33fa46_4_000011-000050,woman
photographs_030_3336831820_5c5df4b033_1_000255-000352,photograph
dog_014_496380034_d22aeeedb3_2_000053-000087,dog
people_049_3336808362_c17837afd8_4_000021-000059,people
ball_057_496971341_22782195f0_1_000250-000306,ball
running_038_2603690144_7a28b1d13c_2_000103-000134,run
mouth_030_2662816021_ac474e0fde_1_000341-000385,mouth
running_004_2946016853_ceca4f5a07_3_000158-000191,run
jumps_096_2850719435_221f15e951_4_000080-000116,jump
dog_049_3525417522_7beb617f8b_3_000050-000084,dog
house_017_2957071266_1b40ec7d96_1_000344-000400,house
man_009_3048821353_83d4c0cbb9_0_000008-000035,man
geese_016_2432038587_5e4148e277_1_000133-000181,goose
overlook_127_104136873_5b5d41be75_3_000067-000130,overlook
man_023_3371567346_b6522efdb8_4_000011-000044,man
boy_046_762947607_2001ee4c72_2_000037-000061,boy
water_037_2753531542_ace2c870b7_0_000180-000201,water
ball_051_662606040_8cc8cd9f1b_4_000196-000244,ball
stands_046_2884400562_e0851014fc_3_000279-000321,stand
referee_021_3503544012_1771be9d3a_2_000018-000074,referee
girl_030_2638369467_8fc251595b_0_000017-000070,girl
walking_037_236476706_175081ce18_0_000061-000094,walk
mouth_038_3036033157_522a43a550_4_000209-000250,mouth
people_012_3229519418_040f05ced1_4_000074-000113,people
racing_037_3097196395_ec06075389_0_000059-000092,race
ball_038_3036033157_522a43a550_4_000151-000189,ball
pictures_150_3319388517_5609ae9805_3_000130-000199,picture
walk_046_2695001634_127fe2f0d7_2_000095-000116,walk
ball_020_3627216820_4952bacbcb_3_000191-000217,ball
hill_139_2319808437_bbbdc317c0_0_000131-000176,hill
corner_114_317641829_ab2607a6c0_3_000194-000231,corner
men_112_2707835735_6537b27e8f_0_000048-000079,man
smile_083_3349194268_0ee555c9a2_1_000115-000157,smile
girls_043_3404408360_430f73b034_0_000483-000526,girl
ball_042_661757041_61e131e913_3_000252-000293,ball
hand_002_3282897060_8c584e2ce8_0_000277-000348,hand
trees_023_272156850_c4445a53f4_1_000238-000295,tree
pose_011_3105929913_94a6882e25_4_000414-000460,pose
girls_019_3079341641_f65f6b0f8b_4_000044-000076,girl
dog_066_532999240_1409d073be_4_000102-000127,dog
man_058_3131160589_dc73c209b7_0_000011-000044,man
coat_053_3293751640_d81a6f3a0c_3_000160-000196,coat
dog_006_2276499757_b44dc6f8ce_4_000195-000236,dog
pool_054_1350948838_fdebe4ff65_1_000306-000355,pool
waterfall_117_3403370354_5d266873b4_0_000213-000294,waterfall
dog_037_2960033435_c20cc7399a_2_000166-000196,dog
ball_083_3538021517_b930dc76fc_1_000313-000347,ball
jumping_019_3422146099_35ffc8680e_0_000063-000096,jump
dog_004_3655773435_c234e94820_4_000057-000092,dog
net_046_1572286502_64e5c4b920_4_000166-000187,net
hand_101_2363419943_717e6b119d_1_000230-000265,hand
glasses_003_2557922709_24d2a9655a_1_000069-000125,glass
man_016_2805873509_4f68afc4b4_3_000012-000036,man
looking_005_2676649969_482caed129_1_000120-000158,look
head_128_2172526745_649f420569_3_000334-000380,head
field_066_3359089834_263e529c71_2_000111-000142,field
dog_017_1957371533_62bc720bac_1_000094-000127,dog
stick_025_1688699579_2f72328c7e_0_000234-000276,stick
chasing_050_512634877_d7ad8c8329_4_000103-000152,chase
woods_017_2735158990_56ff6bf9b0_4_000311-000366,wood
ball_033_895502702_5170ada2ee_4_000265-000322,ball
icing_005_3669564923_8fcb1a6eff_1_000305-000350,icing
girl_115_3677860841_3aa9d8036c_2_000026-000072,girl
dog_005_861608773_bdafd5c996_0_000124-000161,dog
tire_020_3506869953_802f463178_3_000338-000374,tire
grass_067_2295447147_458cfea65a_1_000189-000228,grass
man_066_143684568_3c59299bae_4_000000-000031,man
men_120_2906054175_e33af79522_4_000355-000379,man
plays_115_3724718895_bd03f4a4dc_2_000126-000172,play
snow_066_315436114_6d386b8c36_3_000106-000149,snow
dog_014_492802403_ba5246cfea_0_000271-000309,dog
dog_046_345284642_77dded0907_3_000045-000072,dog
sand_019_2465497494_43d74df57c_1_000093-000130,sand
arms_114_2075493556_b763648389_2_000080-000114,arm
cast_030_2441313372_6a1d59582b_0_000320-000375,cast
dog_079_3103264875_2a8d534abc_2_000008-000028,dog
food_019_1430154945_71bbaa094a_0_000179-000211,food
player_043_3400082864_9c737c1450_1_000019-000061,player
antenna_066_3259225196_750c4ce0f9_2_000131-000181,antenna
posing_010_3145967019_1a83ebf712_3_000077-000122,pose
dog_066_3064716525_b8418d4946_1_000134-000165,dog
sitting_017_3553056438_4e611a7a2a_4_000088-000125,sit
man_061_3697379772_40d831392b_0_000016-000071,man
man_005_1980315248_82dbc34676_3_000014-000066,man
kid_017_495340319_705f2e63d6_1_000150-000188,kid
jacket_003_3543378438_47e2712486_4_000108-000153,jacket
hike_061_2127209046_94711c747b_4_000082-000129,hike
chasing_049_3263141261_db3a4798b5_1_000050-000095,chase
jumps_023_1479124077_17dcc0d5d7_0_000243-000291,jump
woman_104_1770036088_08abe4f6e9_2_000013-000052,woman
boy_046_3305767464_d64a336f60_0_000011-000044,boy
course_014_2816259113_461f8dedb0_0_000171-000225,course
riding_005_3456251289_c4ae31d817_0_000080-000126,ride
dogs_052_2233426944_0959835ced_2_000038-000077,dog
cup_019_1452361926_6d8c535e32_3_000219-000248,cup
dress_070_3581451227_618854cea4_3_000147-000188,dress
toy_098_3519155763_045a6a55e2_1_000281-000315,toy
sign_089_518251319_40e031e818_1_000076-000114,sign
grass_049_2367816288_7c2d11d3c5_0_000117-000177,grass
ball_011_3036033157_522a43a550_0_000250-000289,ball
yard_132_3628698119_5566769777_4_000198-000247,yard
man_066_410413536_11f1127c46_0_000056-000088,man
walks_005_2226440063_c085b30558_4_000063-000110,walk
play_046_584484388_0eeb36d03d_3_000134-000175,play
ball_022_3278189732_f750cb26b7_0_000333-000367,ball
jumps_033_524036004_6747cf909b_3_000276-000323,jump
collide_078_2959737718_31203fddb5_2_000096-000143,collide
skating_007_3017656907_c3b137e070_4_000133-000202,skate
playing_004_3079786914_fe598b0e54_0_000126-000171,play
child_014_406248253_27b5eba25a_1_000000-000039,child
grass_019_439916996_1ddb9dc8e7_1_000215-000254,grass
sitting_114_2445442929_8c81d42460_0_000174-000209,sit
jumps_049_3608400551_d6f7965308_3_000063-000089,jump
grass_005_3354414391_a3908bd4ff_2_000223-000289,grass
climbing_134_111537217_082a4ba060_3_000309-000365,climb
rock_145_2474918824_88660c7757_3_000308-000353,rock
dog_006_1082252566_8c79beef93_1_000079-000108,dog
climbing_007_236095034_c983bdfbbf_3_000048-000098,climb
break_038_1055753357_4fa3d8d693_0_000297-000343,break
dog_122_333973142_abcd151002_1_000046-000073,dog
dogs_017_3207676216_48478bce97_0_000289-000326,dog
man_045_3125158798_0743dae56e_0_000014-000049,man
shaking_005_308956341_642589e9cc_1_000103-000153,shake
playing_020_940973925_a2e6d7951c_0_000036-000066,play
drink_077_3399843227_3b9d2a8dbf_2_000075-000105,drink
group_051_3189964753_a95536ced9_3_000289-000313,group
field_180_2084103826_ffd76b1e3e_2_000403-000448,field
pool_004_2602415701_7674eb19e4_2_000308-000338,pool
people_104_2501942587_e59b91d1da_1_000054-000096,people
costumes_003_3687996569_99163a41c3_1_000393-000459,costume
dog_002_394463341_5311c53783_1_000018-000059,dog
track_050_2469498117_b4543e1460_1_000604-000658,track
dog_046_2335634931_7e9e8c2959_0_000008-000039,dog
air_037_1507563902_6ec8d5d822_1_000282-000318,air
people_070_3278777548_290b881018_2_000000-000033,people
dog_061_3187364311_4c2a87083b_2_000107-000140,dog
girls_088_2315867011_fc5fc9fa6d_2_000024-000064,girl
boys_052_3477712686_8428614c75_4_000061-000103,boy
standing_010_2444935470_7b0226b756_0_000110-000146,stand
man_091_2980348138_91cc6f6d0f_4_000000-000035,man
