image_uid,caption_number,keyword,lemma
3014080715_f4f0dbb56e,4,sled,sled
3018304737_0a46fc5f1d,1,surfboard,surfboard
3029463004_c2d2c8f404,4,surfboard,surfboard
3032790880_d216197d55,0,purple,purple
3033686219_452b172ab0,2,sand,sand
3036641436_d6594fc45f,0,swing,swing
3036641436_d6594fc45f,1,swing,swing
3042381160_ffe2b16808,3,talking,talk
3043501068_be58ac47e1,0,crowd,crowd
3046259614_614394e024,0,talking,talk
3046286572_d2050ab0d9,1,trick,trick
3046949818_245b05f507,2,pushes,push
3051754615_3d6494c2ae,3,boats,boat
3052104757_d1cf646935,2,cars,car
3056530884_27766059bc,1,swing,swing
3067971348_69af5bb309,0,city,city
3069786374_804e1123ac,2,throw,throw
3070274658_fc39fd4f84,1,fire,fire
3074265400_bf9e10621e,0,crowd,crowd
3074617663_2f2634081d,3,sand,sand
3079917032_3cfacb2fd7,1,talking,talk
3082196097_2d15455b00,2,guitar,guitar
3082196097_2d15455b00,4,guitar,guitar
3082934678_58534e9d2c,3,tan,tan
3090386315_87ed417814,2,tan,tan
3090386315_87ed417814,4,tan,tan
3099264059_21653e2536,3,snowboarder,snowboarder
310213587_778fe8fb5b,0,benches,bench
3107558821_f3b205d4ed,2,city,city
311196733_03966b4836,0,car,car
3113769557_9edbb8275c,1,picture,picture
3116379964_86986750af,2,eating,eat
3119887967_271a097464,0,pointing,point
3119887967_271a097464,0,camera,camera
3119887967_271a097464,2,pointing,point
3122938209_2b2c6c1fab,3,trick,trick
3132006797_04822b5866,1,floor,floor
3136404885_f4d8f1d15a,4,car,car
3139393607_f0a54ca46d,2,snowboarder,snowboarder
3147913471_322ea231d9,1,basketball,basketball
3147913471_322ea231d9,4,basketball,basketball
315021440_122d56ebd7,2,path,path
3150659152_2ace03690b,4,boat,boat
3154293126_e52bd07524,4,snowboarder,snowboarder
3166578139_33500f7e8a,1,hill,hill
3168354472_866fe70d36,2,purple,purple
3168354472_866fe70d36,2,floor,floor
3170551725_1276644eab,3,snowboarders,snowboarder
3170551725_1276644eab,3,trick,trick
3171188674_717eee0183,0,city,city
3172384527_b107385a20,2,eating,eat
3183195185_cd0ff994a1,3,ground,ground
319847657_2c40e14113,0,purple,purple
3204686006_88f04547b9,1,sledding,sled
3204686006_88f04547b9,1,hill,hill
3207775692_bb897d9afd,0,bites,bite
3207775692_bb897d9afd,2,biting,bite
3216762979_813c45a8ec,2,path,path
3218889785_86cb64014f,0,tricks,trick
322103537_184367bf88,4,sand,sand
3223809913_ae15d14d9a,3,trick,trick
3224904543_679fe05c41,2,city,city
3225296260_2ee72b4917,1,car,car
3230132205_dccfafa5ee,1,guitar,guitar
3238654429_d899e34287,3,snowboarder,snowboarder
3241726740_6d256d61ec,4,steps,step
3242263536_a436f19257,3,trick,trick
3245250964_9d3e37111e,0,basketball,basketball
3247341210_5d1e50df23,0,ropes,rope
3247341210_5d1e50df23,3,ropes,rope
3247341210_5d1e50df23,3,course,course
3250589803_3f440ba781,2,throwing,throw
3250589803_3f440ba781,2,basketball,basketball
3254645823_a7c072481c,1,snowboarders,snowboarder
3254645823_a7c072481c,2,snowboarders,snowboarder
3258395783_2de3a4ba27,1,camera,camera
3258395783_2de3a4ba27,3,camera,camera
3259228898_cefd04580b,3,crowd,crowd
3259229498_2b5708c0c6,1,crowd,crowd
3259231890_16fe167b31,4,camera,camera
3260975858_75d0612a69,4,sled,sled
3264464625_c711cc40c6,3,splash,splash
3272847211_9e8a4f8308,1,basketball,basketball
3284955091_59317073f0,0,snowboarder,snowboarder
3285180819_a9712fd2bc,0,basketball,basketball
3285180819_a9712fd2bc,0,game,game
3285214689_f0219e9671,1,basketball,basketball
3286045254_696c6b15bd,4,basketball,basketball
3286111436_891ae7dab9,1,basketball,basketball
3289817083_4e78e1c05a,0,horse,horse
3293018193_e4e0c8db7c,1,guitar,guitar
3296226598_1c892c4351,0,city,city
3296226598_1c892c4351,2,city,city
3298175192_bbef524ddc,0,camera,camera
3301754574_465af5bf6d,1,bird,bird
3301754574_465af5bf6d,1,flies,fly
3301754574_465af5bf6d,3,bird,bird
3301754574_465af5bf6d,3,flying,fly
3304030264_da3dd18c7b,3,step,step
3315033940_e91f87b7f2,4,boat,boat
3319489465_c65c91e4f2,4,horse,horse
3319723910_af5b5f1fae,4,trick,trick
3325157569_8084ab3293,3,basketball,basketball
3333675897_0043f992d3,0,course,course
3337461409_e4e317853d,0,hill,hill
3339105374_cc41e0b7d7,4,hill,hill
3339747039_1a8455c210,3,hill,hill
3339751521_7a8768be27,1,hill,hill
3341489212_a879e1544a,1,hair,hair
3342487512_fd33971dea,4,snowboarder,snowboarder
3343311201_eeb1a39def,2,picture,picture
3353278454_2f3a4d0bbc,0,city,city
3356369156_074750c6cc,2,boat,boat
3356901257_83811a19eb,3,sand,sand
3371279606_c0d0cddab2,1,guitar,guitar
3372215826_b3e6403b2e,4,firing,fire
3372251830_baa3665928,1,hair,hair
3373870185_f79163fa51,4,bird,bird
3376014640_ff5b00769f,0,surfboard,surfboard
3383388869_a14552e551,2,splashes,splash
3384528359_e920154177,3,bird,bird
3387661249_33e5ba0bc5,2,horse,horse
3387661249_33e5ba0bc5,3,horse,horse
3394586927_eae7732b64,2,steps,step
3396036947_0af6c3aab7,0,swing,swing
3404012438_9baf8dcbaf,4,flies,fly
3406116788_c8f62e32d1,1,bench,bench
3412450683_7da035f2de,2,bird,bird
3417037373_67f7db2dd2,3,dancing,dance
3421131122_2e4bde661e,3,paddle,paddle
3421131122_2e4bde661e,4,splash,splash
3424927725_c4d1fcfac3,2,cliff,cliff
3425662680_41c7c50e8d,2,horse,horse
3431671749_e8e3a449ac,0,car,car
3431671749_e8e3a449ac,0,fire,fire
3431671749_e8e3a449ac,2,car,car
3433259846_800a6079f0,4,dance,dance
3442622076_c3abe955e5,0,suit,suit
3443161359_65544fd732,4,rocky,rocky
3451085951_e66f7f5d5c,1,city,city
3453284877_8866189055,0,snowboard,snowboard
3454149297_01454a2554,1,throwing,throw
3459419203_cd7c68ce4d,2,splashed,splash
3461583471_2b8b6b4d73,4,snowboarder,snowboarder
3465606652_f380a38050,4,purple,purple
3467843559_a457ce37b6,3,camera,camera
3468275336_61936db92d,4,throws,throw
3471463779_64084b686c,0,throws,throw
3477778668_81ff0a68e0,4,purple,purple
3479050296_65bcea69a0,4,bench,bench
3484070900_3e76d7fd30,1,snowboard,snowboard
3489774350_a94e6c7bfc,3,eats,eat
3493000349_81c540e828,2,splashing,splash
3497234632_6ec740fc1e,2,basketball,basketball
3503471307_464a8f588c,3,tricks,trick
3512033861_a357bb58b6,0,crowd,crowd
3524519277_bd0c3e7382,1,talks,talk
3527184455_1a9c074ff2,2,bench,bench
3533922605_a2b1e276f6,0,floor,floor
3538686658_30afc75f02,2,hill,hill
3541962817_78bcd3835b,0,horse,horse
3543294190_0037c59607,2,trick,trick
3543294190_0037c59607,4,trick,trick
3546474710_903c3c9fd3,0,guitar,guitar
3547499166_67fb4af4ea,3,dance,dance
3549006919_3604bc813e,3,cliff,cliff
3549006919_3604bc813e,4,cliff,cliff
3549011001_26cace3646,1,boat,boat
3549011001_26cace3646,1,city,city
3550763985_800cfee7e4,4,trick,trick
3576741633_671340544c,3,trick,trick
3576741633_671340544c,4,tricks,trick
3577309234_c952c2af86,2,bird,bird
3577309234_c952c2af86,2,flying,fly
3577309234_c952c2af86,3,bird,bird
3577309234_c952c2af86,3,flying,fly
3578981202_efef47e264,2,hair,hair
3579686259_b1fe6aefc9,1,path,path
3582920844_2742804f3d,2,hair,hair
3587077732_0933f1677b,3,splashing,splash
3587781729_bd21ce7b11,0,swing,swing
3598447435_f66cd10bd6,1,paddles,paddle
3600909823_ce72c26e66,1,trick,trick
3606355203_1260f43ec0,0,pushing,push
3607489370_92683861f7,3,hill,hill
3609027309_af75f773d9,4,dancing,dance
3612249030_e2829ffa31,1,sand,sand
362316425_bda238b4de,1,dance,dance
3626689571_5817f99c0e,0,basketball,basketball
3626689571_5817f99c0e,0,basketball,basketball
3632225464_612d7b4c0f,1,flying,fly
3634400263_c6fcaa48e1,2,trick,trick
3636055584_65a60426f8,2,game,game
3639845565_be547c38ba,2,guitar,guitar
3640661245_c8c419524d,2,camera,camera
3648160673_0c783236a6,4,surfboard,surfboard
3653837067_94050699ec,0,horse,horse
365584746_681f33fa46,3,pushes,push
3656906086_7034f69ab6,2,bites,bite
3657209354_cde9bbd2c5,2,cliff,cliff
3660826540_481d25fbb0,3,pointing,point
3660826540_481d25fbb0,3,camera,camera
3662871327_b128d25f04,0,camera,camera
3666056567_661e25f54c,2,city,city
3666188047_e81e1d97a7,4,game,game
3666324102_18ecdf8253,0,swings,swing
3666324102_18ecdf8253,2,swings,swing
3670918456_68631d362a,2,swings,swing
3677239603_95865a9073,1,purple,purple
3677613006_4689cb8e4e,2,picture,picture
3677693858_62f2f3163f,1,swing,swing
3680218298_582e6a2289,4,dance,dance
3681056426_fbd6c0c92c,3,horses,horse
3681056426_fbd6c0c92c,3,horses,horse
3695517194_2a6b604cb2,1,purple,purple
3695517194_2a6b604cb2,2,purple,purple
3697153626_90fb177731,4,rope,rope
369802520_9825f2cd84,4,tan,tan
3700346840_bb80d622f7,4,flying,fly
3701544312_b2e4e9813d,1,rope,rope
3701544312_b2e4e9813d,3,rope,rope
3703960010_1e4c922a25,0,bench,bench
3707283973_5cdaa39340,1,city,city
3712008738_1e1fa728da,0,splashes,splash
3717845800_ab45e255b8,2,ground,ground
381052465_722e00807b,2,fire,fire
381052465_722e00807b,3,fire,fire
384465575_31294122c0,3,hill,hill
387974450_bcd205daac,2,birds,bird
405331006_4e94e07698,0,horse,horse
411011549_1298d2b4d2,3,tan,tan
420355149_f2076770df,1,boat,boat
426805536_d1d5e68c17,1,bench,bench
431018958_84b2beebff,4,paddling,paddle
44129946_9eeb385d77,2,boat,boat
441817653_fbdf83060b,0,bench,bench
441817653_fbdf83060b,3,bench,bench
445861800_75fc6a8c16,3,cars,car
447800028_0242008fa3,3,purple,purple
449352117_63c359c6e7,1,camera,camera
458004873_f084c47a88,0,bench,bench
458183774_afe65abf67,1,tan,tan
458213442_12c59e61a0,3,obstacle,obstacle
459284240_5a4167bf92,3,path,path
462288558_b31a8a976f,2,bite,bite
464527562_a18f095225,1,purple,purple
478592803_f57cc9c461,0,asian,asian
480607352_65614ab348,3,guitar,guitar
482353373_03a9d5e8bc,4,talking,talk
485312202_784508f2a9,2,bench,bench
485312202_784508f2a9,3,bench,bench
485921585_1974b1577a,0,trick,trick
489372715_ce52da796a,0,sand,sand
492493570_c27237a396,2,suit,suit
495055747_a75872762a,0,city,city
503794526_603a7954d3,0,swing,swing
503794526_603a7954d3,3,swing,swing
510791586_3913ade6a7,1,splashes,splash
511844627_0ec78e01e9,1,hill,hill
519061891_320061864e,0,splashing,splash
519061891_320061864e,4,splashes,splash
524698457_77ba13840a,0,obstacle,obstacle
524698457_77ba13840a,0,course,course
529198549_5cd9fedf3f,3,boat,boat
531152619_6db02a7ed9,3,biting,bite
543291644_64539956e9,1,dancing,dance
544257613_d9a1fea3f7,2,camera,camera
544301311_5e7d69a517,0,steps,step
55470226_52ff517151,3,climber,climber
556568556_bc5124dc8e,1,swing,swing
561179884_8b6b925ef9,0,rocky,rocky
561179890_af8e31cb2e,2,rocky,rocky
566794036_60f7acdf35,0,basketball,basketball
566794036_60f7acdf35,4,basketball,basketball
590445887_4d4fa43923,0,crowd,crowd
694496803_f2a05869cf,3,city,city
69710415_5c2bfb1058,2,cliff,cliff
750196276_c3258c6f1b,0,steps,step
755326139_ee344ece7b,0,hair,hair
765298136_7805fbb079,2,rope,rope
766061382_6c7ff514c4,2,hair,hair
839295615_bb9baf2f95,0,cars,car
857914283_270d7d1c87,2,blonde,blonde
952171414_2db16f846f,4,talking,talk
97731718_eb7ba71fd3,1,horse,horse
1197800988_7fb0ca4888,2,purple,purple
1197800988_7fb0ca4888,2,eating,eat
2226534154_cbcab7ba32,1,purple,purple
254901702_67ada9867c,4,throwing,throw
2572101672_4d699c8713,2,bird,bird
2797438951_88a3ed7541,2,suit,suit
2974501005_346f74e5d8,4,trick,trick
3073535022_4af81f360c,1,surfboard,surfboard
308307853_5a51fbdecc,1,sand,sand
3248352729_ab264b2222,3,snowboarder,snowboarder
3248352729_ab264b2222,3,hill,hill
109671650_f7bbc297fa,1,cliff,cliff
1222322358_225067636e,1,swing,swing
1321949151_77b77b4617,0,bench,bench
1449692616_60507875fb,4,picture,picture
1449692616_60507875fb,4,camera,camera
1515883224_14e36a53c7,1,crowd,crowd
160566014_59528ff897,0,car,car
160566014_59528ff897,0,camera,camera
1716445442_9cf3528342,1,car,car
1801063894_60bce29e19,0,suit,suit
1801063894_60bce29e19,0,cliff,cliff
1932314876_9cc46fd054,4,rocky,rocky
2034553054_b00c166895,1,points,point
2051194177_fbeee211e3,0,tan,tan
2089542487_b4c1ee7025,4,picture,picture
2097407245_c798e0dcaf,2,rocky,rocky
2103361407_4ed4fc46bf,1,bench,bench
2173677067_9d0732bcc2,2,dances,dance
2247192427_5e106f24a9,1,basketball,basketball
2266061169_dfbf8f0595,0,boat,boat
2271890493_da441718ba,3,sand,sand
2330843604_b8d75d6ac7,0,rope,rope
238512430_30dc12b683,0,boat,boat
241345656_861aacefde,3,crowd,crowd
2420546021_4a59790da6,1,camera,camera
2456615908_59cdac6605,4,bird,bird
246041128_bedb09ed74,3,blonde,blonde
246041128_bedb09ed74,3,hair,hair
2502782508_2c8211cd6b,0,bench,bench
2528489543_546c1ca81f,2,splash,splash
2572101672_4d699c8713,3,bird,bird
2640153227_57cf1a3d92,0,eating,eat
2688902319_52ceaf4a2a,4,city,city
2755053974_5cc157512e,3,car,car
2792212974_23b1ef05fa,4,hair,hair
2860667542_95abec3380,0,bird,bird
2860667542_95abec3380,0,flies,fly
3055716848_b253324afc,3,trick,trick
3090398639_68c0dfa9a5,2,path,path
3126795109_73920ed5dc,1,basketball,basketball
3211581957_df2f7e2236,4,horse,horse
3216762979_813c45a8ec,3,path,path
3225037367_a71fa86319,4,crowded,crowd
3235542079_2fcf4951a1,3,snowboarder,snowboarder
3259231890_16fe167b31,3,camera,camera
3305895920_100a67d148,0,basketball,basketball
3319388517_5609ae9805,0,pictures,picture
3319388517_5609ae9805,0,camera,camera
3328397409_092de2bd32,3,snowboard,snowboard
3340575518_137ce2695f,1,hill,hill
3360994630_d4616c1b14,2,bird,bird
3405113041_4b72c24801,2,bird,bird
3405113041_4b72c24801,2,flying,fly
3431671749_e8e3a449ac,1,car,car
3431671749_e8e3a449ac,1,fire,fire
3475005101_6f6e437459,1,game,game
3533775651_9d7e93dacf,0,car,car
3533922605_a2b1e276f6,1,floor,floor
3533922605_a2b1e276f6,1,floor,floor
3533922605_a2b1e276f6,4,city,city
3538527033_df13112d51,2,dance,dance
3538527033_df13112d51,2,city,city
3547368652_0d85c665d3,2,steps,step
3547600292_6f8aac7f2e,1,bird,bird
3576741633_671340544c,0,trick,trick
3582066525_e9d6377f56,2,cliff,cliff
3621741935_54d243f25f,3,eats,eat
3636632926_09f39f2629,1,city,city
3667908724_65c7d112f2,3,dance,dance
3667908724_65c7d112f2,3,dancing,dance
3669069522_555c97fbfb,3,bench,bench
3670918456_68631d362a,1,swings,swing
3744832122_2f4febdff6,2,throw,throw
44129946_9eeb385d77,4,boat,boat
489551372_b19a6ad0ed,4,obstacle,obstacle
492493570_c27237a396,1,suit,suit
532396029_ce125bda3f,0,blonde,blonde
532396029_ce125bda3f,0,splashing,splash
534056823_0752303702,2,pictures,picture
536537638_f5ee42410b,1,asian,asian
571130875_30051ac02d,0,crowd,crowd
873633312_a756d8b381,4,vest,vest
1355703632_5683a4b6fb,4,playing,playing
1355945307_f9e01a9a05,3,car,car
150582765_bad8dec237,2,picture,picture
2068960566_21e85ae0dc,1,swings,swing
2076906555_c20dc082db,3,camera,camera
2127031632_77505e4218,1,sled,sled
2127031632_77505e4218,1,hill,hill
2198484810_50a893824a,2,obstacle,obstacle
2198484810_50a893824a,2,course,course
2272548482_0b4aec5cdd,2,basketball,basketball
241347611_cb265be138,4,game,game
2414986483_004936f84b,2,suit,suit
2414986483_004936f84b,2,dances,dance
2429729667_42effc165d,2,game,game
244368383_e90b6b2f20,0,crowd,crowd
2447972568_1e9b287691,2,throws,throw
2453318633_550228acd4,0,fire,fire
2462702522_1b25654762,0,throw,throw
2462702522_1b25654762,0,basketball,basketball
2465497494_43d74df57c,4,sand,sand
2540884723_03d60ef548,3,steps,step
258476074_f28f4a1ae6,2,hill,hill
2595102568_347f6d4b07,4,asian,asian
2601008162_f00eeb5c14,2,camera,camera
2603690144_7a28b1d13c,3,hill,hill
2609900643_c07bcb0bae,1,swings,swing
2609900643_c07bcb0bae,1,rope,rope
2609900643_c07bcb0bae,1,swings,swing
2662570182_350baa020f,3,car,car
2755952680_68a0a1fa42,4,trick,trick
2768972186_92787cd523,0,biting,bite
2946016853_ceca4f5a07,1,obstacle,obstacle
2946016853_ceca4f5a07,1,course,course
3041384194_04316bd416,3,hair,hair
3078229723_2aa52600de,0,eating,eat
3098714492_19939e3b19,2,pictures,picture
3131160589_dc73c209b7,1,suit,suit
3154709407_9b0778cbeb,1,basketball,basketball
3162289423_4ca8915d0c,0,snowboarder,snowboarder
3162289423_4ca8915d0c,3,snowboarder,snowboarder
3230132205_dccfafa5ee,0,suit,suit
3230132205_dccfafa5ee,0,guitar,guitar
3275627207_0b41e44597,2,talks,talk
3283897411_af9d0b497d,2,fire,fire
3318564834_4ccea90497,0,camera,camera
3318564834_4ccea90497,0,camera,camera
3325578605_afa7f662ec,1,bird,bird
3325578605_afa7f662ec,1,flies,fly
3336759846_5220e27deb,2,picture,picture
3336759846_5220e27deb,2,camera,camera
3357416302_fcfcdd7b86,2,snowboarder,snowboarder
3373069977_bc73e9e409,2,snowboard,snowboard
3405942945_f4af2934a6,3,hill,hill
3429142249_d09a32e291,3,climber,climber
3431261634_c73360406a,3,splash,splash
3452411712_5b42d2a1b5,1,swing,swing
3464871350_3f2d624a9c,2,car,car
3474330484_a01d8af624,1,fly,fly
3486135177_772628d034,0,snowboarder,snowboarder
3486135177_772628d034,0,snowboard,snowboard
3516935867_78cf63c69c,1,horse,horse
3560977956_e08d2cd531,1,boat,boat
3604384157_99241be16e,2,dance,dance
3606909929_90a1a072b7,4,car,car
3639547922_0b00fed5cd,0,purple,purple
3657503733_9888ccf05e,2,trick,trick
367925122_335ed279a8,0,blonde,blonde
3681575323_433d007650,4,pointing,point
3706653103_e777a825e4,4,rocky,rocky
412056525_191724b058,4,asian,asian
412056525_191724b058,4,eating,eat
485741580_ab523fa657,2,car,car
508432819_3d055f395d,2,hill,hill
518144037_9a1754b2a6,2,purple,purple
95734038_2ab5783da7,3,rocky,rocky
1119418776_58e4b93eac,4,open,open
1197800988_7fb0ca4888,4,eat,eat
1204996216_71d7519d9a,1,bench,bench
121800200_bef08fae5f,0,climbers,climber
1296412797_85b6d2f8d6,3,swung,swing
1355945307_f9e01a9a05,2,car,car
1358089136_976e3d2e30,0,sand,sand
1358089136_976e3d2e30,0,hill,hill
138705546_be7a6845dd,3,suits,suit
138705546_be7a6845dd,3,boat,boat
1403414927_5f80281505,2,path,path
1481062342_d9e34366c4,1,floored,floor
1580172290_e19067e0dd,3,floor,floor
1616016569_673de1d678,1,camera,camera
1787222774_d5c68cce53,4,car,car
1810651611_35aae644fb,0,swing,swing
1827560917_c8d3c5627f,4,camera,camera
189740668_0b045f1ff2,3,cliff,cliff
191592626_477ef5e026,4,climber,climber
2058124718_89822bc96e,1,bird,bird
207237775_fa0a15c6fe,1,picture,picture
2103361407_4ed4fc46bf,0,bench,bench
2130986011_47cb05c8c9,1,sled,sled
2174206711_11cb712a8d,1,asian,asian
2278766574_f71f1704a8,0,path,path
2281054343_95d6d3b882,4,city,city
2286239223_d84ffc4e4a,1,bench,bench
2289096282_4ef120f189,1,hill,hill
2344412916_9a5a9b1c82,3,path,path
2346629210_8d6668d22d,4,suit,suit
235074044_c1358888ed,1,crowd,crowd
2380740486_8cd5d4601a,4,cliff,cliff
240583223_e26e17ee96,3,path,path
241345533_99c731403a,0,game,game
248174959_2522871152,4,cliff,cliff
2521213787_ca9b5a1758,4,car,car
2521878609_146143708e,1,eats,eat
2521938720_911ac092f7,1,ground,ground
2532294586_4cd76a837d,2,swing,swing
2537119659_fa01dd5de5,4,car,car
2560388887_55abc9083d,3,flying,fly
2568417021_afa68423e5,1,basketball,basketball
2588456052_8842b47005,3,purple,purple
2622624460_207dbcc4cf,3,splash,splash
2638369467_8fc251595b,3,camera,camera
2652155912_8ba5426790,2,car,car
2654943319_d17fee7800,1,purple,purple
2654943319_d17fee7800,1,tricks,trick
2656749876_e32495bd8c,1,talks,talk
2662570182_350baa020f,1,car,car
2665461736_595c87f0a3,1,fire,fire
2696060728_3043cfc38c,2,surfboard,surfboard
2696394827_7342ced36f,1,bird,bird
271660510_dd4ba34b35,3,picture,picture
2739332078_13d9acce59,4,blonde,blonde
2759596272_e0ce0a965a,1,swing,swing
2797438951_88a3ed7541,0,suit,suit
281419391_522557ce27,1,car,car
281419391_522557ce27,1,crowd,crowd
2848977044_446a31d86e,4,horse,horse
288880576_818b6ecfef,0,climber,climber
288880576_818b6ecfef,0,cliff,cliff
2937697444_2367ff0e28,3,flying,fly
2937697444_2367ff0e28,4,flies,fly
2960033435_c20cc7399a,3,throw,throw
3029463004_c2d2c8f404,1,surfboard,surfboard
3030962048_f71948226c,1,camera,camera
3033686219_452b172ab0,3,sand,sand
3035785330_2fd5e32bb1,3,floor,floor
3046286572_d2050ab0d9,2,trick,trick
3056530884_27766059bc,3,swing,swing
3056530884_27766059bc,3,swing,swing
3058627443_1d57ff0a2c,2,surfboard,surfboard
3073535022_4af81f360c,4,surfboard,surfboard
3098714492_19939e3b19,3,picture,picture
3107368071_724613fc4f,2,pointing,point
3127614086_9f1d3cf73d,2,basketball,basketball
3138562460_44227a35cf,2,horse,horse
3148811252_2fa9490a04,2,basketball,basketball
3148811252_2fa9490a04,2,basketball,basketball
3150252702_828a570d46,0,snowboard,snowboard
3150440350_b0f2a9e774,4,ground,ground
3151365121_e2a685a666,2,sand,sand
3154886184_ac842655b6,0,trick,trick
3164415865_612f9fd8bc,0,sleds,sled
3164415865_612f9fd8bc,0,sleds,sled
3177799416_5bd0382370,3,hill,hill
3208032657_27b9d6c4f3,4,steps,step
3208987435_780ae35ef0,2,asian,asian
3241726740_6d256d61ec,2,steps,step
3245250964_9d3e37111e,2,basketball,basketball
3259231890_16fe167b31,2,camera,camera
3265964840_5374ed9c53,3,snowboarder,snowboarder
3265964840_5374ed9c53,3,snowboard,snowboard
3280173193_98c2d6a223,3,sand,sand
3285214689_f0219e9671,2,basketball,basketball
3285298241_9b1ed98d19,1,basketball,basketball
3286045254_696c6b15bd,1,basketball,basketball
3286045254_696c6b15bd,1,basketball,basketball
3305767464_d64a336f60,3,playing,playing
3315353266_70f0bbb1c3,1,purple,purple
3315353266_70f0bbb1c3,1,purple,purple
3315353266_70f0bbb1c3,1,guitar,guitar
3321334180_8f764e0e0f,2,bird,bird
3325157569_8084ab3293,2,basketball,basketball
3325157569_8084ab3293,2,basketball,basketball
3325578605_afa7f662ec,0,bird,bird
3325578605_afa7f662ec,0,flies,fly
3329793486_afc16663cc,3,snowboarder,snowboarder
3351357065_a6a9b3d485,1,climber,climber
3356700488_183566145b,0,car,car
3357416302_fcfcdd7b86,1,snowboarder,snowboarder
3381788544_2c50e139dd,1,asian,asian
3426724811_137855b4f7,2,suits,suit
3452411712_5b42d2a1b5,4,pushing,push
3452411712_5b42d2a1b5,4,swing,swing
3459570613_3932816d3f,4,swing,swing
3459570613_3932816d3f,4,swing,swing
3460551728_63255cec18,1,sand,sand
3460551728_63255cec18,1,hills,hill
3462512074_2b4db1ffd6,1,cliff,cliff
3501781809_88429e3b83,4,crowd,crowd
3516935867_78cf63c69c,4,horse,horse
3534668485_6887629ff0,2,talking,talk
3547368652_0d85c665d3,0,steps,step
3547499166_67fb4af4ea,2,dance,dance
3549011001_26cace3646,3,boat,boat
3549011001_26cace3646,3,city,city
3551787566_b5ebbe2440,0,hill,hill
3561130207_d1ed166daa,1,crowd,crowd
3562903245_85071bb5f9,1,trick,trick
3568505408_4e30def669,1,horse,horse
3569420080_72fbe84751,0,purple,purple
3569420080_72fbe84751,0,hair,hair
3578068665_87bdacef6a,3,cars,car
3584406900_039f30b34c,2,swing,swing
3597921737_3fd1d0665b,0,purple,purple
3603064161_a8f3b6455d,0,camera,camera
3606909929_90a1a072b7,1,car,car
3629664676_36bcefe6b7,3,rope,rope
3638318149_b60450bfbe,1,trick,trick
3639363462_bcdb21de29,1,point,point
3667908724_65c7d112f2,2,dances,dance
3669069522_555c97fbfb,2,bench,bench
3673878924_506c9d767b,3,dancing,dance
3714551959_66ece78f27,0,bench,bench
3717845800_ab45e255b8,3,ground,ground
382151094_c7376cf22b,4,eating,eat
446291803_2fd4641b99,4,bench,bench
448257345_ce149c2ea6,3,eating,eat
452345346_afe1248586,3,sand,sand
458004873_f084c47a88,1,bench,bench
508432819_3d055f395d,0,hill,hill
514222303_cb98584536,0,ropes,rope
515335111_c4afd5b903,1,paddles,paddle
536537638_f5ee42410b,2,asian,asian
539493431_744eb1abaa,1,fire,fire
540873795_ae62ae6f60,1,bench,bench
590445887_4d4fa43923,3,hair,hair
1419286010_b59af3962a,0,boat,boat
2453318633_550228acd4,2,fire,fire
2522230304_1581d52961,4,rocky,rocky
2980118787_2099de53ec,3,hill,hill
3063544435_10516c6937,3,boat,boat
3155501473_510f9c9f6b,4,camera,camera
3426144752_28d63615ca,1,blonde,blonde
3620343911_64a862904e,2,suits,suit
3638688673_176f99d7fd,2,swing,swing
36422830_55c844bc2d,0,rocky,rocky
3657503733_9888ccf05e,0,trick,trick
3657503733_9888ccf05e,0,path,path
3702607829_2b8b3e65ab,3,bench,bench
445861800_75fc6a8c16,1,cars,car
19212715_20476497a3,3,boat,boat
2195419145_36722e8d54,0,talking,talk
2456907314_49bc4591c4,1,push,push
2456907314_49bc4591c4,1,boats,boat
2465497494_43d74df57c,2,sand,sand
2488795251_c108c77b13,3,camera,camera
2591486448_48d5438343,2,eating,eat
2609847254_0ec40c1cce,4,crowd,crowd
2654943319_d17fee7800,0,purple,purple
2654943319_d17fee7800,0,trick,trick
2746072388_b127f8259b,3,eating,eat
2773400732_5b65a25857,4,purple,purple
2848977044_446a31d86e,3,horse,horse
3048380686_732db55281,0,game,game
3063544435_10516c6937,2,paddling,paddle
3063544435_10516c6937,2,city,city
3149038044_c7c94688c6,4,purple,purple
3671950830_b570bac1b9,2,crowd,crowd
3683592946_262e9bfbfd,3,bird,bird
502884177_25939ac000,0,vest,vest
518144037_9a1754b2a6,4,purple,purple
1298866571_b4c496b71c,2,suit,suit
1312227131_771b5ed201,2,sled,sled
1347519824_e402241e4f,4,picture,picture
1785138090_76a56aaabc,1,suit,suit
1881494074_1bebd93089,3,picture,picture
2089555297_95cf001fa7,0,city,city
2130986011_47cb05c8c9,3,sled,sled
2192411521_9c7e488c5e,1,points,point
2195887578_3ba2f29b48,2,suits,suit
222369445_5b6af347dd,1,surfboard,surfboard
223299137_b0e81ac145,3,boat,boat
2267819545_446c5a3e18,3,purple,purple
229951087_4c20600c32,3,paddles,paddle
2313822078_282dc07531,3,swing,swing
2362377137_9528692825,0,city,city
2382411771_a16145f345,3,tan,tan
2382411771_a16145f345,3,tan,tan
2429978680_1e18a13835,3,sand,sand
2452334314_a7c443a787,1,horse,horse
2456030728_d3d147e774,1,hair,hair
2461631708_decc5b8c87,4,vests,vest
2502782508_2c8211cd6b,4,bench,bench
2510560080_1439fe32f2,1,horses,horse
